# Time (s), Energy (keV), Sun X (arcsec), Sun Y (arcsec), Start Time, End Time, Min X, Max X, Min Y, Max Y
1.525736955805664062e+08,2.680000000000000160e+00,9.827699999999999818e+02,-2.423100000000000023e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736958876236975e+08,3.080000000000000071e+00,7.736699999999999591e+02,1.599000000000000021e+01,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736959010981023e+08,2.839999999999999858e+00,6.482100000000000364e+02,-3.997500000000000000e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736959038194418e+08,3.440000000000000391e+00,9.138899999999999864e+02,-2.250900000000000034e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736962577701807e+08,3.200000000000000178e+00,9.901499999999999773e+02,-1.193100000000000023e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736964111740589e+08,2.919999999999999929e+00,9.261899999999999409e+02,-1.340699999999999932e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736964462641180e+08,2.879999999999999893e+00,8.499299999999999500e+02,-2.373899999999999864e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736969251974821e+08,3.720000000000000195e+00,9.704700000000000273e+02,-1.734300000000000068e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736970153493881e+08,3.160000000000000142e+00,1.051650000000000091e+03,-1.119299999999999926e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736971291178465e+08,2.640000000000000124e+00,1.054109999999999900e+03,-3.456299999999999955e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736974039279521e+08,3.160000000000000142e+00,1.004909999999999968e+03,-8.732999999999999829e+01,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736977055186629e+08,2.600000000000000089e+00,1.049190000000000055e+03,-2.988899999999999864e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736978290028274e+08,2.640000000000000124e+00,1.159889999999999873e+03,-4.194300000000000068e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736978373263776e+08,3.680000000000000160e+00,6.285299999999999727e+02,1.352999999999999936e+01,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736979372406602e+08,3.840000000000000302e+00,8.942100000000000364e+02,-3.284099999999999682e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736980589897931e+08,2.520000000000000018e+00,9.507899999999999636e+02,-2.398499999999999943e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736981683235765e+08,3.720000000000000195e+00,1.221389999999999873e+03,-2.054099999999999966e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736984273687005e+08,3.120000000000000107e+00,9.188099999999999454e+02,-1.931099999999999852e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736987599815428e+08,2.520000000000000018e+00,7.023300000000000409e+02,-2.669099999999999682e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736987626898885e+08,2.680000000000000160e+00,9.606299999999999955e+02,-2.570699999999999932e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736990692306757e+08,3.080000000000000071e+00,9.286499999999999773e+02,-3.776100000000000136e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
